83962989-C0FE-4F48-9931-0334C79A451F,Sesame,0,0,0
DB78FFC7-8844-419F-8C13-147025912039,Coffee,0,0,0
3E376EA2-A23B-4C9C-928E-1DFDF3922B6C,Cabbage,80,90,17
11C83765-2DE6-4DE1-9714-1E62ADB695E8,Coconut,0,0,0
2A89661C-9161-4002-8939-1F6FC90A7054,Tangelo,0,0,0
A953817D-3FF4-490D-97DC-2AC138B2B32B,Cotton,0,0,0
1DEAE052-F236-4711-932B-2C666A9C26F8,Amaranthus,0,0,0
171B61AF-0AF2-4B2A-8BF9-3EAACDB3EEF3,Wheat,0,0,0
2B2F6920-A28E-4A85-A968-40EC1A613565,Sokoyokoto,0,0,0
90512884-043A-47B6-8267-41F6C2E8F0B3,Pepper,0,0,0
FBB202E1-C396-4F6B-AD30-465099E4F065,Kola,0,0,0
B40999F4-FA9D-464F-A2AF-4E41A7FC70B2,Melon,0,0,0
6D9F9C32-1DBB-4E52-A853-6646F72106B4,Rice,0,0,0
B889043F-EAA0-448C-B0D1-71C1ED149AAB,Sorghum,0,0,0
69C29956-67E2-460D-801A-72CECFAA7430,Sunflower,0,0,0
DA12D550-43C5-4541-92A6-736EEEA67DB4,Raphia Palm,0,0,0
12074FE8-29E3-49EE-92FA-75BB85983CC8,Pearl Millet,0,0,0
A42CAC0D-803F-4716-B412-84059A02CF9E,Cashew,50,40,12
0FDB615B-473B-4459-8A8E-862B8A4724E7,Sweet Orange,0,0,0
8CF972AF-9B87-40EB-9731-99C79B701AC3,Solanum,0,0,0
3451AF63-CB73-44A9-B60C-9D156B353B21,Date Palm,0,0,0
B99637AF-25F2-4984-B2DD-9D2EACDFA2D6,Tomato,0,0,0
8AC3002A-7DF0-45B9-96E1-9FFE44AE6C8F,Rubber,0,0,0
251358CD-F9F7-46D3-9212-A4709ADF6418,Cassava,90,98,20
C695366D-5862-4486-B138-B3B368A717D0,Forage Legume,0,0,0
C74EE7A8-CB4E-4CA8-A48C-BD39DE9AC123,Sugarcane,0,0,0
65EC050A-0AD7-4A0E-BC68-C84EE9F7DBF0,Oil Palm,0,0,0
6234B6E1-8B57-46F7-80D2-D1EA086AE7AB,Okra,0,0,0
1278484F-8259-43D2-A515-D33FB989D0D5,Sweet Potato,0,0,0
7B6860CA-3040-4DD3-A93B-D4EC093C9ADC,Potato,0,0,0
A7141777-9A95-4699-88FD-D959D28AB30B,Cowpea,0,0,0
E3BB6BC0-4AD9-4A56-B886-DC30EA65D856,Kenaf,0,0,0
751114EC-0C58-4B77-9BA6-DD7DA51181FB,Groundnut,0,0,0
CC8E3CD6-BB01-4D0B-A983-DE3F1B5374B6,Irish Potato,0,0,0
E9155862-1684-43FC-B386-EC9FEB7AE61B,Soybean,0,0,0
795EAD8F-39B2-4C21-8281-EE8E6066B5DA,Cocoa,0,0,0
6353556F-40FB-453B-B8C4-F38744C69B54,Maize,0,0,0
2C74E558-0292-494A-983F-F52768A9A407,Corchorus,0,0,0
1A4AE96B-BECE-425B-B8FC-FA1EF8914FF7,Yam,0,0,0
